# sourceID,framesetID,RA,Dec,mergedClass,priOrSec,JAperMag3,JAperMag3Err,HAperMag3,HAperMag3Err,K_1AperMag3,K_1AperMag3Err,K_2AperMag3,K_2AperMag3Err,H2AperMag3,H2AperMag3Err,pstar,epoch,distance
#
# Results of Query: Database UKIDSSDR8PLUS 12/01/15 19:26
# SELECT  sourceID, framesetID, RA, Dec, mergedClass, priOrSec, 
# JAperMag3, JAperMag3Err, HAperMag3, HAperMag3Err, K_1AperMag3, 
# K_1AperMag3Err, K_2AperMag3, K_2AperMag3Err, H2AperMag3, 
# H2AperMag3Err, pstar, epoch,
# 2*DEGREES(ASIN(sqrt(power(0.22206278975386445-cx,
# 2)+power(-0.9743835349298852-cy,2)+power(-0.035564649081248456-cz,
# 2))/2))*60 as distance  FROM gpsSource WHERE dec > -2.054800766666667 
# and dec < -2.0214674333333336 and RA >= 282.8218026096076 and RA <= 
# 282.85515739039243 and ((cx * 0.22206278975386445 + cy * 
# -0.9743835349298852 + cz * -0.035564649081248456 ) >= 
# 0.9999999576920253)  and (pStar > 0.99) and (priOrSec=0 OR 
# priOrSec=frameSetID) and HAperMag3 >0 and JAperMag3 > 0 and 
# K_1AperMag3 > 0
# Column Headers at start of file AND below
#
# sourceID,framesetID,RA,Dec,mergedClass,priOrSec,JAperMag3,JAperMag3Err,HAperMag3,HAperMag3Err,K_1AperMag3,K_1AperMag3Err,K_2AperMag3,K_2AperMag3Err,H2AperMag3,H2AperMag3Err,pstar,epoch,distance
        438267691767,        438086674173,    +282.8397046,      -2.0423209,    -1,                   0,    +16.728216,     +0.013916,    +15.161335,     +0.006957,    +14.329178,     +0.008066, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2617187
        438267691896,        438086674173,    +282.8388158,      -2.0516553,    -1,                   0,    +16.292582,     +0.009937,    +14.569803,     +0.004326,    +13.736706,     +0.004899, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8115242
        438267689349,        438086674173,    +282.8495754,      -2.0424522,    -1,                   0,    +18.663908,     +0.072540,    +17.756832,     +0.068350,    +17.200296,     +0.106374, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7139676
        438267692149,        438086674173,    +282.8373240,      -2.0354863,    -1,                   0,    +19.551676,     +0.161679,    +18.481037,     +0.132765,    +17.790506,     +0.182454, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1733316
        438267695533,        438086674173,    +282.8234755,      -2.0336043,    -1,                   0,    +19.043058,     +0.101693,    +17.692957,     +0.064562,    +16.957392,     +0.084812, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9398560
        438267694832,        438086674173,    +282.8267126,      -2.0308880,    -1,                   0,    +17.278605,     +0.021699,    +15.531234,     +0.009445,    +14.695301,     +0.011035, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8287899
        438267691763,        438086674173,    +282.8417443,      -2.0430721,    -1,                   0,    +18.680042,     +0.073853,    +17.457329,     +0.052392,    +16.902838,     +0.081103, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3550970
        438267691503,        438086674173,    +282.8418243,      -2.0508790,    -1,                   0,    +14.266728,     +0.002642,    +12.692809,     +0.001183,    +11.959340,     +0.001294, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7905510
        438267691403,        438086674173,    +282.8406707,      -2.0308810,    -1,                   0,    +18.964762,     +0.094912,    +17.512830,     +0.054716,    +16.812101,     +0.074372, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4545805
        438267690894,        438086674173,    +282.8427385,      -2.0264694,    -1,                   0,    +20.436789,     +0.361617,    +18.564665,     +0.142677,    +18.087244,     +0.239297, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7450105
        438267690350,        438086674173,    +282.8454517,      -2.0334127,    -1,                   0,    +18.669550,     +0.073100,    +17.516842,     +0.055119,    +17.460910,     +0.134964, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5049773
        438267690305,        438086674173,    +282.8470504,      -2.0249166,    -1,                   0,    +16.900830,     +0.015900,    +15.302817,     +0.007759,    +14.489277,     +0.009226, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9449959
        438267690303,        438086674173,    +282.8475015,      -2.0250392,    -1,                   0,    +16.241230,     +0.009502,    +15.578424,     +0.009797,    +15.342475,     +0.019603, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9539116
        438267690286,        438086674173,    +282.8454990,      -2.0269266,    -1,                   0,    +15.683254,     +0.006365,    +14.996773,     +0.006040,    +14.673868,     +0.010848, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7932993
        438267689582,        438086674173,    +282.8484548,      -2.0421200,    -1,                   0,    +18.612434,     +0.069265,    +17.329037,     +0.046343,    +16.522459,     +0.057211, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6441481
        438267689167,        438086674173,    +282.8516633,      -2.0304843,    -1,                   0,    +17.297480,     +0.022123,    +15.886516,     +0.012812,    +15.184405,     +0.017055, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9140888
        438267688923,        438086674173,    +282.8510941,      -2.0479533,    -1,                   0,    +19.433560,     +0.145026,    +18.212553,     +0.103481,    +17.429520,     +0.131310, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9587411
        438267691468,        438086674173,    +282.8404313,      -2.0475541,    -1,                   0,    +17.007430,     +0.017455,    +16.257288,     +0.017893,    +15.942009,     +0.033867, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.992684,   +2005.4566113,      +0.5771841
        438267691439,        438086674173,    +282.8403679,      -2.0374894,    -1,                   0,    +20.077040,     +0.260994,    +18.548820,     +0.141219,    +17.725105,     +0.171939, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1196307
        438267695044,        438086674173,    +282.8255842,      -2.0397006,    -1,                   0,    +18.565031,     +0.066283,    +17.509426,     +0.054668,    +17.054605,     +0.092813, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7789499
        438267688978,        438086674173,    +282.8530449,      -2.0340419,    -1,                   0,    +12.793071,     +0.001226,    +11.053928,     +0.000486,    +10.895085,     +0.000676, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9072005
        438267689720,        438086674173,    +282.8478632,      -2.0279465,    -1,                   0,    +19.590162,     +0.167392,    +18.007290,     +0.085816,    +17.559359,     +0.147511, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8307785
        438267689796,        438086674173,    +282.8476619,      -2.0518948,    -1,                   0,    +18.254473,     +0.050461,    +17.079191,     +0.037026,    +16.419428,     +0.052144, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9923713
        438267690474,        438086674173,    +282.8444477,      -2.0301686,    -1,                   0,    +20.163880,     +0.282502,    +18.409952,     +0.124116,    +18.003336,     +0.221799, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5970493
        438267690737,        438086674173,    +282.8442306,      -2.0504682,    -1,                   0,    +18.020683,     +0.041106,    +17.934872,     +0.080565,    +17.461662,     +0.135272, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.8164374
        438267694489,        438086674173,    +282.8278324,      -2.0467484,    -1,                   0,    +16.786745,     +0.014527,    +15.885234,     +0.012833,    +15.441915,     +0.021462, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8214368
        438267695336,        438086674173,    +282.8239724,      -2.0458130,    -1,                   0,    +16.768785,     +0.014318,    +15.933155,     +0.013387,    +15.526309,     +0.023139, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9843850
        438267695217,        438086674173,    +282.8242986,      -2.0326377,    -1,                   0,    +18.395319,     +0.056968,    +17.059546,     +0.036351,    +16.477964,     +0.054733, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9120564
        438267691590,        438086674173,    +282.8398194,      -2.0376877,    -1,                   0,    +18.540250,     +0.065004,    +17.652310,     +0.062260,    +17.449389,     +0.133490, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.0846619
        438267691832,        438086674173,    +282.8396499,      -2.0240555,    -1,                   0,    +13.446748,     +0.001700,    +12.259311,     +0.000917,    +11.653948,     +0.001059, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8476235
        438267692447,        438086674173,    +282.8387773,      -2.0360376,    -1,                   0,    +15.279022,     +0.004853,    +14.462819,     +0.003955,    +13.997599,     +0.006065, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1270451
        438267692360,        438086674173,    +282.8365755,      -2.0419329,    -1,                   0,    +19.307228,     +0.129524,    +17.853275,     +0.074859,    +17.361122,     +0.123184, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2549344
        438267692485,        438086674173,    +282.8361764,      -2.0281614,    -1,                   0,    +18.336140,     +0.054050,    +17.376081,     +0.048282,    +17.249770,     +0.110914, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6140981
        438267692517,        438086674173,    +282.8359554,      -2.0498246,    -1,                   0,    +18.273548,     +0.051401,    +17.375738,     +0.048658,    +17.307234,     +0.117480, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7175777
        438267692896,        438086674173,    +282.8344336,      -2.0360797,    -1,                   0,    +15.686342,     +0.006375,    +14.465685,     +0.003961,    +13.729066,     +0.004844, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2721490
        438267692849,        438086674173,    +282.8343055,      -2.0468655,    -1,                   0,    +20.056734,     +0.256209,    +18.601135,     +0.148475,    +18.147635,     +0.253958, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5806115
        438267692894,        438086674173,    +282.8342324,      -2.0502323,    -1,                   0,    +18.664500,     +0.072748,    +17.443151,     +0.051742,    +16.836147,     +0.076307, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7692756
        438267693421,        438086674173,    +282.8333546,      -2.0245138,    -1,                   0,    +13.201496,     +0.001501,    +12.102255,     +0.000841,    +11.570502,     +0.001005, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8730965
        438267693493,        438086674173,    +282.8318018,      -2.0327703,    -1,                   0,    +19.551895,     +0.161213,    +18.203295,     +0.102697,    +17.741852,     +0.174259, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5137375
        438267693681,        438086674173,    +282.8317247,      -2.0283618,    -1,                   0,    +14.942316,     +0.003916,    +14.114758,     +0.003034,    +13.657794,     +0.004562, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7126475
        438267688738,        438086674173,    +282.8522505,      -2.0473701,    -1,                   0,    +17.428946,     +0.024694,    +16.123247,     +0.015757,    +15.548786,     +0.023656, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9944292
        438267689310,        438086674173,    +282.8507215,      -2.0398015,    -1,                   0,    +15.886775,     +0.007370,    +14.359175,     +0.003662,    +13.591781,     +0.004334, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7408102
        438267691377,        438086674173,    +282.8415165,      -2.0530311,    -1,                   0,    +16.795578,     +0.014711,    +15.236992,     +0.007430,    +14.486755,     +0.009268, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9121743
        438267691325,        438086674173,    +282.8410300,      -2.0415741,    -1,                   0,    +18.756666,     +0.079083,    +17.398243,     +0.049651,    +16.663797,     +0.065173, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2568647
        438267691192,        438086674173,    +282.8417185,      -2.0323419,    -1,                   0,    +16.061043,     +0.008332,    +15.225673,     +0.007301,    +14.697789,     +0.011081, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3981029
        438267691178,        438086674173,    +282.8415205,      -2.0235684,    -1,                   0,    +18.045433,     +0.041830,    +16.854746,     +0.030112,    +16.353298,     +0.048874, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8927581
        438267691017,        438086674173,    +282.8421006,      -2.0380085,    -1,                   0,    +19.945889,     +0.231989,    +18.162672,     +0.099404,    +17.810537,     +0.186111, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2172288
        438267690964,        438086674173,    +282.8425924,      -2.0307879,    -1,                   0,    +17.285616,     +0.021864,    +16.188307,     +0.016686,    +15.538930,     +0.023406, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5050588
        438267690952,        438086674173,    +282.8427944,      -2.0279062,    -1,                   0,    +15.838718,     +0.007090,    +15.009791,     +0.006095,    +14.717916,     +0.011269, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6659757
        438267690907,        438086674173,    +282.8426854,      -2.0238803,    -1,                   0,    +20.598051,     +0.418534,    +18.342587,     +0.116292,    +17.862593,     +0.194577, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8916303
        438267690871,        438086674173,    +282.8428838,      -2.0434180,    -1,                   0,    +18.573887,     +0.067194,    +17.596174,     +0.059427,    +17.346550,     +0.121801, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.4125983
        438267690738,        438086674173,    +282.8449749,      -2.0511338,    -1,                   0,    +15.541470,     +0.005781,    +13.969159,     +0.002733,    +13.169245,     +0.003095, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8718030
        438267690731,        438086674173,    +282.8435664,      -2.0443724,    -1,                   0,    +19.016958,     +0.100125,    +17.918455,     +0.079846,    +17.606200,     +0.154707, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4828255
        438267690207,        438086674173,    +282.8457046,      -2.0516170,    -1,                   0,    +19.434748,     +0.145400,    +18.161818,     +0.099083,    +17.382803,     +0.125831, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.992684,   +2005.4566113,      +0.9176614
        438267690132,        438086674173,    +282.8463887,      -2.0320990,    -1,                   0,    +18.774280,     +0.080145,    +17.695564,     +0.064669,    +16.934770,     +0.083287, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5966647
        438267689163,        438086674173,    +282.8511329,      -2.0347965,    -1,                   0,    +15.759336,     +0.006715,    +14.373307,     +0.003685,    +13.651321,     +0.004550, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7846801
        438267689113,        438086674173,    +282.8510902,      -2.0489038,    -1,                   0,    +16.222025,     +0.009385,    +15.253082,     +0.007461,    +14.695843,     +0.011091, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9946269
        438267688831,        438086674173,    +282.8518339,      -2.0387801,    -1,                   0,    +17.644590,     +0.029692,    +16.722172,     +0.026826,    +16.287216,     +0.046183, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.992684,   +2005.4566113,      +0.8016621
        438267694847,        438086674173,    +282.8259737,      -2.0431904,    -1,                   0,    +18.921423,     +0.091223,    +17.155075,     +0.039673,    +16.321560,     +0.047536, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8089435
        438267690686,        438086674173,    +282.8480462,      -2.0408980,    -1,                   0,    +16.462564,     +0.011268,    +15.567097,     +0.009734,    +15.132891,     +0.016303, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5970995
        438267689777,        438086674173,    +282.8478033,      -2.0462533,    -1,                   0,    +17.235172,     +0.020996,    +16.311443,     +0.018627,    +15.765625,     +0.028808, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7415165
        438267690209,        438086674173,    +282.8467988,      -2.0515435,    -1,                   0,    +18.824247,     +0.083799,    +17.541115,     +0.056261,    +17.151787,     +0.101822, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9466426
        438267690713,        438086674173,    +282.8442389,      -2.0245512,    -1,                   0,    +15.047361,     +0.004179,    +14.368090,     +0.003663,    +14.005187,     +0.006093, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8851165
        438267690595,        438086674173,    +282.8440652,      -2.0334701,    -1,                   0,    +17.101439,     +0.018827,    +16.381685,     +0.019881,    +16.121746,     +0.039717, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4364245
        438267694436,        438086674173,    +282.8279333,      -2.0291607,    -1,                   0,    +17.529802,     +0.026815,    +16.206064,     +0.016953,    +15.449574,     +0.021562, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8305532
        438267695358,        438086674173,    +282.8236967,      -2.0412557,    -1,                   0,    +18.289078,     +0.051892,    +16.672794,     +0.025716,    +15.855499,     +0.031125, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.9060085
        438267695258,        438086674173,    +282.8245359,      -2.0362256,    -1,                   0,    +19.471083,     +0.149806,    +18.245361,     +0.106891,    +17.385315,     +0.125566, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8439224
        438267691639,        438086674173,    +282.8398334,      -2.0477890,    -1,                   0,    +18.517057,     +0.063949,    +17.182919,     +0.040977,    +16.476477,     +0.055057, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5849513
        438267691842,        438086674173,    +282.8387447,      -2.0430644,    -1,                   0,    +20.093561,     +0.265699,    +18.853247,     +0.187613,    +18.239382,     +0.276386, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2962416
        438267691907,        438086674173,    +282.8383763,      -2.0273952,    -1,                   0,    +20.092524,     +0.264004,    +18.158041,     +0.098437,    +17.538908,     +0.144633, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6443669
        438267692443,        438086674173,    +282.8364313,      -2.0398668,    -1,                   0,    +17.380182,     +0.023696,    +16.147884,     +0.016136,    +15.500894,     +0.022654, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1609291
        438267692590,        438086674173,    +282.8363560,      -2.0219795,    -1,                   0,    +15.905840,     +0.007428,    +15.236800,     +0.007351,    +14.908325,     +0.013310, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9776102
        438267692558,        438086674173,    +282.8363483,      -2.0438824,    -1,                   0,    +16.046091,     +0.008248,    +14.570085,     +0.004305,    +13.800554,     +0.005147, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3678205
        438267692565,        438086674173,    +282.8357035,      -2.0249500,    -1,                   0,    +19.291397,     +0.127169,    +17.958456,     +0.081983,    +17.341028,     +0.120533, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8083774
        438267692728,        438086674173,    +282.8349009,      -2.0491599,    -1,                   0,    +18.946905,     +0.093708,    +17.546549,     +0.056822,    +16.998808,     +0.088547, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6954898
        438267692850,        438086674173,    +282.8344325,      -2.0486868,    -1,                   0,    +18.373781,     +0.056154,    +17.138930,     +0.039272,    +16.550842,     +0.058793, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6780812
        438267692825,        438086674173,    +282.8343661,      -2.0507092,    -1,                   0,    +20.375818,     +0.343491,    +19.321980,     +0.288473,    +18.574987,     +0.376348, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7938090
        438267693146,        438086674173,    +282.8333176,      -2.0489374,    -1,                   0,    +17.659782,     +0.030104,    +16.798742,     +0.028916,    +16.478888,     +0.055052, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7183202
        438267695527,        438086674173,    +282.8234048,      -2.0381924,    -1,                   0,    +13.777846,     +0.002021,    +12.924804,     +0.001359,    +12.473593,     +0.001833, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9039470
        438267694863,        438086674173,    +282.8267766,      -2.0355903,    -1,                   0,    +13.154684,     +0.001466,    +12.016480,     +0.000804,    +11.438275,     +0.000927, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7181664
        438267694653,        438086674173,    +282.8272888,      -2.0461413,    -1,                   0,    +18.964497,     +0.094856,    +17.544191,     +0.056458,    +16.907894,     +0.081214, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8252999
        438267691494,        438086674173,    +282.8402119,      -2.0407349,    -1,                   0,    +18.628351,     +0.070503,    +17.484941,     +0.053715,    +16.827421,     +0.075674, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1874468
        438267691388,        438086674173,    +282.8417875,      -2.0461599,    -1,                   0,    +14.076930,     +0.002377,    +13.440485,     +0.001896,    +13.112044,     +0.002961, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5207899
        438267691386,        438086674173,    +282.8419352,      -2.0452145,    -1,                   0,    +19.197685,     +0.117673,    +18.244709,     +0.107423,    +17.669703,     +0.163826, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4726534
        438267691320,        438086674173,    +282.8409667,      -2.0472320,    -1,                   0,    +19.986807,     +0.241127,    +18.260641,     +0.109053,    +17.678050,     +0.165377, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5658745
        438267691164,        438086674173,    +282.8426602,      -2.0418785,    -1,                   0,    +13.824213,     +0.002074,    +13.173111,     +0.001590,    +12.823173,     +0.002375, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3366014
        438267691079,        438086674173,    +282.8422207,      -2.0302018,    -1,                   0,    +18.499401,     +0.062571,    +17.003626,     +0.034508,    +16.361414,     +0.049293, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5261444
        438267690937,        438086674173,    +282.8427044,      -2.0461688,    -1,                   0,    +18.630476,     +0.070767,    +17.208250,     +0.041852,    +16.557410,     +0.059223, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5445773
        438267690922,        438086674173,    +282.8426359,      -2.0336750,    -1,                   0,    +19.670456,     +0.179918,    +17.845867,     +0.074186,    +17.271566,     +0.113350, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.3656225
        438267690867,        438086674173,    +282.8429348,      -2.0363758,    -1,                   0,    +18.269180,     +0.051178,    +16.689430,     +0.026128,    +15.891801,     +0.032238, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2871964
        438267690801,        438086674173,    +282.8433111,      -2.0235282,    -1,                   0,    +18.134918,     +0.045243,    +17.180630,     +0.040376,    +16.799314,     +0.073423, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.992684,   +2005.4566113,      +0.9229909
        438267690729,        438086674173,    +282.8434764,      -2.0289998,    -1,                   0,    +20.145197,     +0.277038,    +18.850037,     +0.185457,    +18.143272,     +0.252026, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6246001
        438267690711,        438086674173,    +282.8447944,      -2.0233372,    -1,                   0,    +18.485857,     +0.061711,    +17.120180,     +0.038227,    +16.509354,     +0.056343, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9651782
        438267690709,        438086674173,    +282.8451353,      -2.0241546,    -1,                   0,    +14.093027,     +0.002393,    +12.411880,     +0.000999,    +11.598378,     +0.001023, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9288675
        438267690433,        438086674173,    +282.8447086,      -2.0278197,    -1,                   0,    +18.708994,     +0.075561,    +17.781857,     +0.069910,    +17.398127,     +0.127224, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7228267
        438267690260,        438086674173,    +282.8460916,      -2.0479557,    -1,                   0,    +15.760044,     +0.006719,    +15.035371,     +0.006242,    +14.713809,     +0.011263, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7453699
        438267689807,        438086674173,    +282.8475403,      -2.0429830,    -1,                   0,    +18.378153,     +0.056245,    +16.803915,     +0.028869,    +15.997541,     +0.035494, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6162720
        438267689630,        438086674173,    +282.8482518,      -2.0313175,    -1,                   0,    +18.141907,     +0.045702,    +16.803585,     +0.028852,    +16.248964,     +0.044541, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7145635
