# sourceID,framesetID,RA,Dec,mergedClass,priOrSec,JAperMag3,JAperMag3Err,HAperMag3,HAperMag3Err,K_1AperMag3,K_1AperMag3Err,K_2AperMag3,K_2AperMag3Err,H2AperMag3,H2AperMag3Err,pstar,epoch,distance
#
# Results of Query: Database UKIDSSDR8PLUS 12/01/15 19:26
# SELECT  sourceID, framesetID, RA, Dec, mergedClass, priOrSec, 
# JAperMag3, JAperMag3Err, HAperMag3, HAperMag3Err, K_1AperMag3, 
# K_1AperMag3Err, K_2AperMag3, K_2AperMag3Err, H2AperMag3, 
# H2AperMag3Err, pstar, epoch,
# 2*DEGREES(ASIN(sqrt(power(0.22206278975386445-cx,
# 2)+power(-0.9743835349298852-cy,2)+power(-0.035564649081248456-cz,
# 2))/2))*60 as distance  FROM gpsSource WHERE dec > -2.054800766666667 
# and dec < -2.0214674333333336 and RA >= 282.8218026096076 and RA <= 
# 282.85515739039243 and ((cx * 0.22206278975386445 + cy * 
# -0.9743835349298852 + cz * -0.035564649081248456 ) >= 
# 0.9999999576920253)  and (pStar > 0.99) and (priOrSec=0 OR 
# priOrSec=frameSetID) and HAperMag3 >0 and JAperMag3 > 0 and 
# K_1AperMag3 > 0
# Column Headers at start of file AND below
#
# sourceID,framesetID,RA,Dec,mergedClass,priOrSec,JAperMag3,JAperMag3Err,HAperMag3,HAperMag3Err,K_1AperMag3,K_1AperMag3Err,K_2AperMag3,K_2AperMag3Err,H2AperMag3,H2AperMag3Err,pstar,epoch,distance
        438267689590,        438086674173,    +282.8487074,      -2.0274069,    -1,                   0,    +14.913207,     +0.003851,    +13.330894,     +0.001754,    +12.565147,     +0.001959, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8890121
        438267688984,        438086674173,    +282.8539844,      -2.0365186,    -1,                   0,    +11.246804,     +0.000586,    +10.457343,     +0.000363,     +9.911129,     +0.000401, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9347123
        438267688971,        438086674173,    +282.8548421,      -2.0400379,    -1,                   0,     +9.949780,     +0.000321,    +10.989294,     +0.000471,    +10.132710,     +0.000449, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9877285
        438267688948,        438086674173,    +282.8510111,      -2.0359528,    -1,                   0,    +18.907516,     +0.090342,    +17.861237,     +0.075165,    +17.253044,     +0.111583, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7627065
        438267688914,        438086674173,    +282.8518221,      -2.0284286,    -1,                   0,    +16.462145,     +0.011273,    +14.819045,     +0.005226,    +14.033469,     +0.006251, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9895143
        438267688758,        438086674173,    +282.8521607,      -2.0301030,    -1,                   0,    +18.772882,     +0.080078,    +17.527088,     +0.055427,    +16.951906,     +0.084614, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9513852
        438267689739,        438086674173,    +282.8479233,      -2.0298850,    -1,                   0,    +18.186693,     +0.047530,    +16.979769,     +0.033782,    +16.358437,     +0.049188, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7520656
        438267690033,        438086674173,    +282.8464728,      -2.0440828,    -1,                   0,    +18.571514,     +0.066800,    +17.528620,     +0.055577,    +17.251873,     +0.111497, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5975647
        438267690660,        438086674173,    +282.8442133,      -2.0420113,    -1,                   0,    +18.641410,     +0.071189,    +17.435968,     +0.051164,    +16.879057,     +0.079295, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.992684,   +2005.4566113,      +0.4150915
        438267690571,        438086674173,    +282.8440075,      -2.0322430,    -1,                   0,    +19.966747,     +0.236020,    +18.387789,     +0.121665,    +17.782394,     +0.181108, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4845524
        438267690783,        438086674173,    +282.8438890,      -2.0456008,    -1,                   0,    +19.357498,     +0.135563,    +17.903860,     +0.078293,    +17.037390,     +0.091926, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5530834
        438267695330,        438086674173,    +282.8238279,      -2.0371228,    -1,                   0,    +18.534622,     +0.064494,    +16.992826,     +0.034252,    +16.281810,     +0.045799, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8806613
        438267689371,        438086674173,    +282.8495705,      -2.0500746,    -1,                   0,    +16.401308,     +0.010757,    +14.873874,     +0.005472,    +14.116570,     +0.006722, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9774990
        438267695000,        438086674173,    +282.8252733,      -2.0455200,    -1,                   0,    +17.827505,     +0.034667,    +16.785118,     +0.028449,    +16.162825,     +0.041152, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9074593
        438267695021,        438086674173,    +282.8251473,      -2.0478260,    -1,                   0,    +18.975517,     +0.095813,    +17.694712,     +0.064763,    +17.316710,     +0.118050, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9885797
        438267695066,        438086674173,    +282.8249947,      -2.0326497,    -1,                   0,    +18.732975,     +0.076963,    +17.522192,     +0.055254,    +17.070366,     +0.094054, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8729991
        438267695142,        438086674173,    +282.8246050,      -2.0413317,    -1,                   0,    +19.473392,     +0.150188,    +18.219114,     +0.104435,    +18.042505,     +0.229717, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8538090
        438267695140,        438086674173,    +282.8245826,      -2.0356929,    -1,                   0,    +19.745640,     +0.192269,    +18.326250,     +0.115092,    +18.031530,     +0.227233, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8460940
        438267692232,        438086674173,    +282.8373570,      -2.0315826,    -1,                   0,    +14.981666,     +0.004015,    +14.222638,     +0.003288,    +13.712401,     +0.004776, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3988146
        438267692182,        438086674173,    +282.8372324,      -2.0416581,    -1,                   0,    +19.915950,     +0.225934,    +18.391048,     +0.122832,    +18.029715,     +0.227866, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2242812
        438267692304,        438086674173,    +282.8372159,      -2.0301710,    -1,                   0,    +16.385815,     +0.010613,    +15.591354,     +0.009932,    +15.326189,     +0.019329, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4837624
        438267692227,        438086674173,    +282.8371809,      -2.0406683,    -1,                   0,    +17.314455,     +0.022487,    +16.358107,     +0.019518,    +15.821886,     +0.030301, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1708437
        438267692338,        438086674173,    +282.8368626,      -2.0530974,    -1,                   0,    +16.279797,     +0.009843,    +14.801439,     +0.005201,    +14.068087,     +0.006467, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9030200
        438267692368,        438086674173,    +282.8366131,      -2.0250629,    -1,                   0,    +17.061940,     +0.018125,    +16.085987,     +0.015227,    +15.495672,     +0.022482, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7922243
        438267692471,        438086674173,    +282.8366060,      -2.0492019,    -1,                   0,    +17.926271,     +0.037922,    +16.972044,     +0.033788,    +16.683178,     +0.066369, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6735093
        438267692402,        438086674173,    +282.8363733,      -2.0472796,    -1,                   0,    +19.124533,     +0.109924,    +17.813025,     +0.072225,    +17.290360,     +0.115648, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5630803
        438267692501,        438086674173,    +282.8362820,      -2.0305065,    -1,                   0,    +16.925247,     +0.016226,    +15.691994,     +0.010823,    +15.028958,     +0.014827, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.4762528
        438267692548,        438086674173,    +282.8357933,      -2.0518041,    -1,                   0,    +18.771915,     +0.080135,    +17.068840,     +0.036876,    +16.429356,     +0.052657, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8358745
        438267693447,        438086674173,    +282.8355450,      -2.0525104,    -1,                   0,    +15.085018,     +0.004293,    +13.696959,     +0.002260,    +13.026876,     +0.002773, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8803460
        438267692686,        438086674173,    +282.8352201,      -2.0474491,    -1,                   0,    +20.471148,     +0.374296,    +18.594692,     +0.147596,    +18.111559,     +0.245723, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5920970
        438267693163,        438086674173,    +282.8347991,      -2.0311209,    -1,                   0,    +15.658282,     +0.006248,    +14.078826,     +0.002955,    +13.289791,     +0.003392, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4751617
        438267692803,        438086674173,    +282.8346024,      -2.0421031,    -1,                   0,    +19.477050,     +0.151053,    +17.936790,     +0.080809,    +17.300550,     +0.116489, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3328227
        438267692837,        438086674173,    +282.8343708,      -2.0302121,    -1,                   0,    +19.297825,     +0.128015,    +17.804209,     +0.071290,    +17.199920,     +0.105967, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5353882
        438267693642,        438086674173,    +282.8314857,      -2.0238991,    -1,                   0,    +17.875446,     +0.036073,    +16.215557,     +0.017075,    +15.365519,     +0.019990, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.9515143
        438267693610,        438086674173,    +282.8313598,      -2.0268570,    -1,                   0,    +19.827738,     +0.207073,    +18.137033,     +0.096594,    +18.220446,     +0.270186, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8000670
        438267694118,        438086674173,    +282.8300128,      -2.0433944,    -1,                   0,    +15.701336,     +0.006448,    +15.138077,     +0.006813,    +14.815735,     +0.012306, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5978173
        438267693933,        438086674173,    +282.8298857,      -2.0366732,    -1,                   0,    +18.600473,     +0.068459,    +17.514359,     +0.054919,    +17.149971,     +0.101309, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5227324
        438267691760,        438086674173,    +282.8392473,      -2.0257108,    -1,                   0,    +16.778719,     +0.014411,    +16.053923,     +0.014799,    +15.703837,     +0.027132, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7468177
        438267691774,        438086674173,    +282.8391210,      -2.0440531,    -1,                   0,    +19.298937,     +0.128953,    +17.845263,     +0.074611,    +17.104467,     +0.097548, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3572132
        438267691805,        438086674173,    +282.8389473,      -2.0325865,    -1,                   0,    +18.556746,     +0.065889,    +17.512133,     +0.054707,    +17.062796,     +0.093592, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3340327
        438267691864,        438086674173,    +282.8388679,      -2.0336268,    -1,                   0,    +17.078411,     +0.018429,    +15.910600,     +0.013107,    +15.275330,     +0.018488, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2714380
        438267691961,        438086674173,    +282.8381925,      -2.0355360,    -1,                   0,    +20.214657,     +0.295751,    +18.665290,     +0.157085,    +17.898607,     +0.201512, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1568394
        438267693007,        438086674173,    +282.8339106,      -2.0449289,    -1,                   0,    +17.843237,     +0.035217,    +16.310210,     +0.018658,    +15.541147,     +0.023491, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4912027
        438267693339,        438086674173,    +282.8324491,      -2.0381057,    -1,                   0,    +18.386225,     +0.056595,    +16.578695,     +0.023623,    +15.599188,     +0.024711, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3616314
        438267693748,        438086674173,    +282.8309074,      -2.0529672,    -1,                   0,    +19.575043,     +0.165443,    +18.221710,     +0.105282,    +18.056877,     +0.233704, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9991246
        438267693793,        438086674173,    +282.8306643,      -2.0449265,    -1,                   0,    +18.399862,     +0.057379,    +17.347683,     +0.047339,    +17.011484,     +0.089433, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6210640
        438267694037,        438086674173,    +282.8294801,      -2.0467664,    -1,                   0,    +19.352036,     +0.134627,    +17.952890,     +0.081894,    +17.429531,     +0.131008, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7479848
        438267693682,        438086674173,    +282.8312714,      -2.0282547,    -1,                   0,    +16.196877,     +0.009193,    +15.309392,     +0.007822,    +14.870626,     +0.012878, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7336231
        438267693940,        438086674173,    +282.8301941,      -2.0331696,    -1,                   0,    +15.234631,     +0.004710,    +13.594529,     +0.002097,    +12.777516,     +0.002288, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5792904
        438267693926,        438086674173,    +282.8299561,      -2.0249697,    -1,                   0,    +18.814438,     +0.082737,    +17.402382,     +0.049476,    +16.927310,     +0.082469, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9408099
        438267694171,        438086674173,    +282.8290035,      -2.0297221,    -1,                   0,    +16.420492,     +0.010888,    +14.800406,     +0.005153,    +13.986533,     +0.005996, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7600160
        438267694203,        438086674173,    +282.8287555,      -2.0455901,    -1,                   0,    +19.882483,     +0.218020,    +18.312067,     +0.113698,    +18.235125,     +0.274453, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.7349381
        438267694204,        438086674173,    +282.8287400,      -2.0332116,    -1,                   0,    +18.758190,     +0.078730,    +17.858150,     +0.074979,    +18.084276,     +0.238546, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6544667
        438267693444,        438086674173,    +282.8333591,      -2.0518909,    -1,                   0,    +16.976732,     +0.016989,    +15.430976,     +0.008728,    +14.640624,     +0.010573, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8806727
        438267693635,        438086674173,    +282.8326493,      -2.0424784,    -1,                   0,    +17.470366,     +0.025573,    +16.516169,     +0.022396,    +15.929224,     +0.033334, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.4360936
        438267693368,        438086674173,    +282.8324219,      -2.0493745,    -1,                   0,    +19.358578,     +0.135896,    +18.088812,     +0.093172,    +17.599640,     +0.153535, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7660282
        438267693772,        438086674173,    +282.8308232,      -2.0440991,    -1,                   0,    +17.888670,     +0.036625,    +16.935110,     +0.032605,    +16.531096,     +0.057639, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5821370
        438267693985,        438086674173,    +282.8307800,      -2.0462106,    -1,                   0,    +17.827116,     +0.034728,    +16.697985,     +0.026370,    +16.025440,     +0.036408, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6693323
        438267694049,        438086674173,    +282.8294931,      -2.0398260,    -1,                   0,    +18.332664,     +0.053979,    +17.404594,     +0.049673,    +16.686972,     +0.066349, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5483510
        438267694594,        438086674173,    +282.8284141,      -2.0402151,    -1,                   0,    +17.048542,     +0.017950,    +16.104473,     +0.015525,    +15.581318,     +0.024314, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6163506
        438267695177,        438086674173,    +282.8244553,      -2.0311738,    -1,                   0,    +18.486712,     +0.061774,    +17.322918,     +0.046113,    +16.831290,     +0.075551, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9389372
        438267691845,        438086674173,    +282.8388056,      -2.0509377,    -1,                   0,    +18.982548,     +0.097067,    +17.186049,     +0.041121,    +16.413002,     +0.051982, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7684669
        438267692436,        438086674173,    +282.8383126,      -2.0365553,    -1,                   0,    +14.858195,     +0.003724,    +14.283087,     +0.003447,    +13.971258,     +0.005932, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.0952593
        438267692384,        438086674173,    +282.8374784,      -2.0512075,    -1,                   0,    +17.650085,     +0.029941,    +16.416094,     +0.020616,    +15.815623,     +0.030213, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.7866977
        438267692332,        438086674173,    +282.8372173,      -2.0371528,    -1,                   0,    +18.499338,     +0.062666,    +17.340374,     +0.046924,    +16.842041,     +0.076505, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.0959117
        438267692298,        438086674173,    +282.8368737,      -2.0353017,    -1,                   0,    +18.050896,     +0.042205,    +16.472546,     +0.021523,    +15.693652,     +0.026924, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1953389
        438267692349,        438086674173,    +282.8366815,      -2.0449982,    -1,                   0,    +18.936638,     +0.093017,    +17.863817,     +0.075923,    +16.897300,     +0.080573, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4257320
        438267692401,        438086674173,    +282.8366086,      -2.0474707,    -1,                   0,    +18.856022,     +0.086335,    +17.475240,     +0.053232,    +16.995642,     +0.088293, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5713234
        438267692594,        438086674173,    +282.8364239,      -2.0227600,    -1,                   0,    +15.439671,     +0.005383,    +13.677016,     +0.002216,    +12.783517,     +0.002297, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9306514
        438267692403,        438086674173,    +282.8363366,      -2.0375473,    -1,                   0,    +19.983307,     +0.239275,    +18.328745,     +0.115342,    +18.107811,     +0.244152, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.1332560
        438267692804,        438086674173,    +282.8348330,      -2.0283768,    -1,                   0,    +15.818220,     +0.006984,    +14.317171,     +0.003530,    +13.555804,     +0.004198, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6249506
        438267692930,        438086674173,    +282.8347284,      -2.0344906,    -1,                   0,    +13.231882,     +0.001525,    +11.681148,     +0.000671,    +10.919391,     +0.000685, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3136761
        438267692856,        438086674173,    +282.8343814,      -2.0238280,    -1,                   0,    +18.288177,     +0.051776,    +17.391819,     +0.048962,    +16.936120,     +0.083163, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8928574
        438267692841,        438086674173,    +282.8343634,      -2.0383178,    -1,                   0,    +20.579140,     +0.412378,    +18.218172,     +0.104241,    +17.059930,     +0.093335, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2470867
        438267692855,        438086674173,    +282.8343425,      -2.0416853,    -1,                   0,    +18.768515,     +0.079693,    +17.214293,     +0.041908,    +16.476885,     +0.054844, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.3270303
        438267692875,        438086674173,    +282.8342978,      -2.0433714,    -1,                   0,    +19.333984,     +0.132691,    +17.838459,     +0.073897,    +17.340752,     +0.120875, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4020376
        438267693119,        438086674173,    +282.8333187,      -2.0359481,    -1,                   0,    +19.868853,     +0.215349,    +18.510977,     +0.136246,    +17.677258,     +0.164315, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3361290
        438267693169,        438086674173,    +282.8331591,      -2.0292168,    -1,                   0,    +18.835432,     +0.084358,    +17.476080,     +0.052897,    +16.808880,     +0.074069, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6229473
        438267693224,        438086674173,    +282.8328994,      -2.0287269,    -1,                   0,    +19.071507,     +0.104311,    +17.778538,     +0.069644,    +17.162775,     +0.102387, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6561690
        438267693241,        438086674173,    +282.8328170,      -2.0363447,    -1,                   0,    +20.027142,     +0.248809,    +18.204643,     +0.102954,    +17.923586,     +0.206018, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3561347
        438267693273,        438086674173,    +282.8327550,      -2.0354591,    -1,                   0,    +18.316555,     +0.053197,    +16.907393,     +0.031697,    +16.254337,     +0.044712, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.3789503
        438267693453,        438086674173,    +282.8320108,      -2.0477265,    -1,                   0,    +19.424473,     +0.144235,    +17.934536,     +0.080916,    +17.660500,     +0.162317, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6940597
        438267694234,        438086674173,    +282.8286171,      -2.0510592,    -1,                   0,    +19.115189,     +0.108715,    +17.469774,     +0.052788,    +16.841034,     +0.076430, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.9752750
        438267695402,        438086674173,    +282.8234572,      -2.0419205,    -1,                   0,    +18.675394,     +0.073153,    +17.434278,     +0.051095,    +16.851200,     +0.077044, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9290050
        438267691813,        438086674173,    +282.8394652,      -2.0299743,    -1,                   0,    +17.096310,     +0.018674,    +16.028435,     +0.014493,    +15.542006,     +0.023463, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.4931365
        438267691811,        438086674173,    +282.8389440,      -2.0272365,    -1,                   0,    +19.250563,     +0.122753,    +17.692024,     +0.064344,    +17.061073,     +0.093340, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.998679,   +2005.4566113,      +0.6544452
        438267692030,        438086674173,    +282.8377365,      -2.0248322,    -1,                   0,    +19.797640,     +0.201426,    +18.673560,     +0.157625,    +18.465883,     +0.338731, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7993588
        438267692383,        438086674173,    +282.8376131,      -2.0514497,    -1,                   0,    +17.750221,     +0.032636,    +16.479920,     +0.021821,    +15.780972,     +0.029283, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.8006270
        438267693426,        438086674173,    +282.8326804,      -2.0232095,    -1,                   0,    +17.657404,     +0.029886,    +16.762110,     +0.027753,    +16.390240,     +0.050508, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9606328
        438267693381,        438086674173,    +282.8323874,      -2.0499559,    -1,                   0,    +17.866362,     +0.035979,    +16.704618,     +0.026584,    +16.117813,     +0.039633, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7978589
        438267693534,        438086674173,    +282.8322710,      -2.0458465,    -1,                   0,    +18.931843,     +0.092310,    +17.775522,     +0.069824,    +17.101206,     +0.097073, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.5939202
        438267693815,        438086674173,    +282.8304919,      -2.0525740,    -1,                   0,    +19.615261,     +0.171592,    +18.248980,     +0.107939,    +18.024397,     +0.226864, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9899813
        438267694075,        438086674173,    +282.8293769,      -2.0338131,    -1,                   0,    +17.767002,     +0.032871,    +17.042600,     +0.035777,    +16.805975,     +0.073891, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.6042834
        438267694319,        438086674173,    +282.8282437,      -2.0309827,    -1,                   0,    +19.909573,     +0.223169,    +17.988900,     +0.084456,    +17.423712,     +0.130022, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7489004
        438267694423,        438086674173,    +282.8281272,      -2.0494196,    -1,                   0,    +17.188427,     +0.020161,    +15.521446,     +0.009386,    +14.723176,     +0.011333, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.9186168
        438267694478,        438086674173,    +282.8280781,      -2.0436067,    -1,                   0,    +17.785412,     +0.033426,    +16.900059,     +0.031518,    +16.540525,     +0.058052, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.7048683
        438267692362,        438086674173,    +282.8366916,      -2.0338702,    -1,                   0,    +17.857637,     +0.035678,    +16.346413,     +0.019250,    +15.584216,     +0.024380, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2774005
        438267692452,        438086674173,    +282.8361402,      -2.0354036,    -1,                   0,    +19.989164,     +0.240389,    +17.662560,     +0.062758,    +16.940897,     +0.083689, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +0.999657,   +2005.4566113,      +0.2156947
