# sourceID,cuEventID,frameSetID,ra,dec,cx,cy,cz,htmID,l,b,lambda,eta,priOrSec,mergedClassStat,mergedClass,pStar,pGalaxy,pNoise,pSaturated,h2HallMag,h2HallMagErr,h2PetroMag,h2PetroMagErr,h2PsfMag,h2PsfMagErr,h2SerMag2D,h2SerMag2DErr,h2AperMag3,h2AperMag3Err,h2AperMag4,h2AperMag4Err,h2AperMag6,h2AperMag6Err,h2Gausig,h2Ell,h2PA,h2ErrBits,h2Deblend,h2Class,h2ClassStat,h2ppErrBits,h2SeqNum,h2Xi,h2Eta,distance
#
# Results of Query: Database U09B8v20120403 12/01/15 19:26
# SELECT  u09b8Source.*,
# 2*DEGREES(ASIN(sqrt(power(0.22206278975386445-cx,
# 2)+power(-0.9743835349298852-cy,2)+power(-0.035564649081248456-cz,
# 2))/2))*60 as distance  FROM u09b8Source WHERE dec > 
# -2.054800766666667 and dec < -2.0214674333333336 and RA >= 
# 282.8218026096076 and RA <= 282.85515739039243 and ((cx * 
# 0.22206278975386445 + cy * -0.9743835349298852 + cz * 
# -0.035564649081248456 ) >= 0.9999999576920253)  and (pStar > 0.99) 
# and (priOrSec=0 OR priOrSec=frameSetID)
# Column Headers at start of file AND below
#
# sourceID,cuEventID,frameSetID,ra,dec,cx,cy,cz,htmID,l,b,lambda,eta,priOrSec,mergedClassStat,mergedClass,pStar,pGalaxy,pNoise,pSaturated,h2HallMag,h2HallMagErr,h2PetroMag,h2PetroMagErr,h2PsfMag,h2PsfMagErr,h2SerMag2D,h2SerMag2DErr,h2AperMag3,h2AperMag3Err,h2AperMag4,h2AperMag4Err,h2AperMag6,h2AperMag6Err,h2Gausig,h2Ell,h2PA,h2ErrBits,h2Deblend,h2Class,h2ClassStat,h2ppErrBits,h2SeqNum,h2Xi,h2Eta,distance
      43864583576274,      33321,      43864500996256,    +282.8457787,      -2.0525401,      +0.2221849,      -0.9743465,      -0.0358159,      12137546404142,     +31.0987777,      -0.9235778,     +81.8918068,    +162.2105795,                   0,     -5.201103,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.814882,     +0.835822,    +19.220057,     +1.282120, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.175670,     +0.114444,    +17.639488,     +0.224484, -9.999995E008, -9.999995E008,     +1.946906,     +0.130881,   +124.425080,          0,          0,    -1,     -3.677735,          0,      21332, +0.000000E000, +0.000000E000,      +0.9688417
      43864583576452,      33321,      43864500996256,    +282.8448626,      -2.0534937,      +0.2221692,      -0.9743495,      -0.0358326,      12137546405401,     +31.0975115,      -0.9231976,     +81.8924529,    +162.2187567,                   0,     -0.100586,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.424023,     +0.224169,    +17.357264,     +0.218455, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.528582,     +0.158207,    +17.709122,     +0.239392,    +16.574620,     +0.160641,     +1.575424,     +0.229434,   +115.880140,          0,          0,    -1,     -0.071125,          0,      21510, +0.000000E000, +0.000000E000,      +0.9978864
      43864583579944,      33321,      43864500996256,    +282.8278471,      -2.0467425,      +0.2218808,      -0.9744195,      -0.0357148,      12137327533760,     +31.0957705,      -0.9049848,     +81.9106090,    +162.2027404,                   0,     -2.849911,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +15.802071,     +0.044338,    +15.994534,     +0.076146, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.551798,     +0.026242,    +15.655461,     +0.036638,    +15.995432,     +0.094718,     +2.575836,     +0.132714,   +121.416610,          0,          0,    -1,     -2.015192,          0,      25002, +0.000000E000, +0.000000E000,      +0.8205302
      43864583580266,      33321,      43864500996256,    +282.8267798,      -2.0355853,      +0.2218642,      -0.9744304,      -0.0355202,      12137327644463,     +31.1052165,      -0.8989502,     +81.9144400,    +162.1278707,                   0,     +1.381083,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +11.517271,     +0.001529,    +11.513735,     +0.001623, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +11.528492,     +0.001089,    +11.515749,     +0.001160,    +11.456087,     +0.001650,     +3.558850,     +0.151257,    +92.652010,          0,          0,    -1,     +0.976573,         16,      25324, +0.000000E000, +0.000000E000,      +0.7180448
      43864583580155,      33321,      43864500996256,    +282.8266859,      -2.0277965,      +0.2218636,      -0.9744355,      -0.0353843,      12137327649396,     +31.1121074,      -0.8953168,     +81.9164760,    +162.0744089,                   0,     -4.858074,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.449589,     +1.267553,    +19.053310,     +1.118832, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.660494,     +0.179102,    +18.329300,     +0.424757,    +18.736097,     +1.178256,     +1.517926,     +0.083404,    +26.187714,          0,          0,    -1,     -3.435177,          0,      25213, +0.000000E000, +0.000000E000,      +0.9406651
      43864583580269,      33321,      43864500996256,    +282.8264374,      -2.0319458,      +0.2218588,      -0.9744339,      -0.0354567,      12137327650690,     +31.1083004,      -0.8969869,     +81.9156811,    +162.1034226,                   0,     -0.089464,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +13.821412,     +0.012027,    +14.027021,     +0.014048, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.303151,     +0.008711,    +14.276477,     +0.010590,    +14.518870,     +0.024455,     +2.459433,     +0.215299,   +146.129880,          0,          0,    -1,     -0.063260,         16,      25327, +0.000000E000, +0.000000E000,      +0.8119670
      43864583580260,      33321,      43864500996256,    +282.8261410,      -2.0405087,      +0.2218526,      -0.9744299,      -0.0356061,      12137327526339,     +31.1005427,      -0.9006260,     +81.9138247,    +162.1628945,                   0,     -2.143525,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.941696,     +0.308127,    +17.971758,     +0.331945, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.624117,     +0.173418,    +17.673210,     +0.232581,    +18.733675,     +1.176971,     +1.409293,     +0.174034,   +167.302630,          0,          0,    -1,     -1.515701,          0,      25318, +0.000000E000, +0.000000E000,      +0.7534635
      43864583578314,      33321,      43864500996256,    +282.8357394,      -2.0371895,      +0.2220163,      -0.9743947,      -0.0355482,      12137327710708,     +31.1078699,      -0.9076513,     +81.9053694,    +162.1229917,                   0,     -0.636771,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.474768,     +0.100936,    +16.787968,     +0.192430, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.266117,     +0.049937,    +16.252680,     +0.062984,    +16.713879,     +0.182782,     +2.598876,     +0.070080,    +21.868235,          0,          0,    -1,     -0.450265,          0,      23372, +0.000000E000, +0.000000E000,      +0.1738313
      43864583578453,      33321,      43864500996256,    +282.8349253,      -2.0491625,      +0.2220008,      -0.9743906,      -0.0357570,      12137327553898,     +31.0968405,      -0.9123840,     +81.9031541,    +162.2067424,                   0,     -5.741324,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.875260,     +0.343209,    +17.875260,     +0.341080, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.577394,     +0.165948,    +19.906322,     +1.813817, -9.999995E008, -9.999995E008,     +1.795027,     +0.312826,   +177.039890,          0,          0,    -1,     -4.059730,          0,      23511, +0.000000E000, +0.000000E000,      +0.6951861
      43864583578844,      33321,      43864500996256,    +282.8348093,      -2.0311286,      +0.2220013,      -0.9744020,      -0.0354425,      12137327717714,     +31.1128417,      -0.9040615,     +81.9077833,    +162.0829552,                   0,     +0.993446,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +13.061003,     +0.004687,    +13.576910,     +0.009283, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +13.415165,     +0.004148,    +13.432892,     +0.005081,    +15.435057,     +0.056424,     +2.674870,     +0.128374,   +123.645600,          0,          0,    -1,     +0.702472,         16,      23902, +0.000000E000, +0.000000E000,      +0.4744729
      43864583578821,      33321,      43864500996256,    +282.8344534,      -2.0524169,      +0.2219923,      -0.9743905,      -0.0358138,      12137327497770,     +31.0937284,      -0.9134475,     +81.9027914,    +162.2299469,                   0,     -0.113133,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +12.614315,     +0.007105,    +12.802586,     +0.005565, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +12.768393,     +0.002521,    +12.712674,     +0.002813,    +12.552548,     +0.004177,     +2.383016,     +0.246119,   +170.515730,          0,          0,    -1,     -0.079997,         16,      23879, +0.000000E000, +0.000000E000,      +0.8903327
      43864583578607,      33321,      43864500996256,    +282.8344381,      -2.0360786,      +0.2219943,      -0.9744004,      -0.0355288,      12137327711597,     +31.1082660,      -0.9059874,     +81.9069064,    +162.1176624,                   0,     +0.264510,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +13.912386,     +0.008482,    +13.853062,     +0.012354, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +13.842730,     +0.005887,    +13.842730,     +0.007227,    +13.795863,     +0.012645,     +3.567801,     +0.117448,    +74.297260,          0,          0,    -1,     +0.187037,          0,      23665, +0.000000E000, +0.000000E000,      +0.2719365
      43864583578596,      33321,      43864500996256,    +282.8343352,      -2.0416709,      +0.2219918,      -0.9743975,      -0.0356263,      12137327542556,     +31.1032408,      -0.9084447,     +81.9056059,    +162.1563003,                   0,     -2.967609,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.339087,     +0.246684,    +17.424868,     +0.325163, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.659096,     +0.071503,    +16.680773,     +0.093290,    +17.335464,     +0.324113,     +2.327248,     +0.052754,   +101.462280,          0,          0,    -1,     -2.098416,          0,      23654, +0.000000E000, +0.000000E000,      +0.3268019
      43864583575340,      33321,      43864500996256,    +282.8546850,      -2.0402509,      +0.2223381,      -0.9743194,      -0.0356016,      12137546608204,     +31.1137749,      -0.9258994,     +81.8862716,    +162.1104431,                   0,    +19.145304,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +11.403258,     +0.005383,     +9.810953,     +0.000804, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,     +9.510497,     +0.000363,     +9.105464,     +0.000289,     +8.473693,     +0.000222,     +0.707107,     +0.406154,    +90.020010,          0,          0,    -1,    +13.537774,      65552,      20398, +0.000000E000, +0.000000E000,      +0.9799488
      43864583578627,      33321,      43864500996256,    +282.8341795,      -2.0293795,      +0.2219909,      -0.9744055,      -0.0354119,      12137327645309,     +31.1141118,      -0.9027041,     +81.9088289,    +162.0720365,                   0,     -4.173785,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.277460,     +0.587456,    +18.277460,     +0.581312, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.537850,     +0.159676,    +18.033203,     +0.322743, -9.999995E008, -9.999995E008,     +1.782866,     +0.407684,    +98.332280,          0,          0,    -1,     -2.951311,          0,      23685, +0.000000E000, +0.000000E000,      +0.5851592
      43864583578714,      33321,      43864500996256,    +282.8337384,      -2.0423312,      +0.2219816,      -0.9743994,      -0.0356379,      12137327543855,     +31.1023812,      -0.9082147,     +81.9060177,    +162.1619020,                   0,     -3.917410,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.334908,     +0.597121,    +18.334908,     +0.597121, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.487215,     +0.152629,    +18.042093,     +0.325821,    +17.878382,     +0.534362,     +1.650137,     +0.200167,   +111.988370,          0,          0,    -1,     -2.770027,          0,      23772, +0.000000E000, +0.000000E000,      +0.3798046
      43864583578782,      33321,      43864500996256,    +282.8335010,      -2.0444364,      +0.2219772,      -0.9743990,      -0.0356746,      12137327543596,     +31.1003989,      -0.9089631,     +81.9057193,    +162.1767985,                   0,     -5.123501,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.980991,     +0.367085,    +18.128967,     +0.477870, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.279945,     +0.126230,    +17.610270,     +0.219078,    +18.259987,     +0.759427,     +2.069154,     +0.339224,   +167.869900,          0,          0,    -1,     -3.622863,          0,      23840, +0.000000E000, +0.000000E000,      +0.4817902
      43864583578814,      33321,      43864500996256,    +282.8333338,      -2.0501970,      +0.2219736,      -0.9743962,      -0.0357751,      12137327552914,     +31.0951946,      -0.9114397,     +81.9044332,    +162.2166925,                   0,     -5.355617,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.696152,     +0.282347,    +17.696152,     +0.288709, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.308252,     +0.129718,    +17.857162,     +0.275264, -9.999995E008, -9.999995E008,     +1.818642,     +0.214200,   +130.945420,          0,          0,    -1,     -3.786993,          0,      23872, +0.000000E000, +0.000000E000,      +0.7868076
      43864583576185,      33321,      43864500996256,    +282.8468053,      -2.0455218,      +0.2222033,      -0.9743468,      -0.0356935,      12137546429593,     +31.1054933,      -0.9212923,     +81.8925763,    +162.1605845,                   0,     -0.688394,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.281622,     +0.137189,    +16.604767,     +0.144661, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.735489,     +0.012632,    +14.799708,     +0.016813,    +15.055353,     +0.039778,     +1.917640,     +0.179977,   +132.838360,          0,          0,    -1,     -0.486768,         16,      21243, +0.000000E000, +0.000000E000,      +0.6675938
      43864583576307,      33321,      43864500996256,    +282.8465421,      -2.0258380,      +0.2222016,      -0.9743597,      -0.0353502,      12137327698418,     +31.1228961,      -0.9120872,     +81.8977440,    +162.0258531,                   0,     -0.135316,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.042393,     +0.112958,    +16.648418,     +0.147687, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.608051,     +0.027487, -9.999995E008, -9.999995E008,    +12.701880,     +0.004746,     +1.454579,     +0.195541,   +136.906520,          0,          0,    -1,     -0.095683,         16,      21365, +0.000000E000, +0.000000E000,      +0.8820397
      43864583576675,      33321,      43864500996256,    +282.8448765,      -2.0504957,      +0.2221699,      -0.9743512,      -0.0357803,      12137546434056,     +31.1001867,      -0.9218435,     +81.8931935,    +162.1981565,                   0,     -2.735036,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.913170,     +0.216358,    +17.457052,     +0.302810, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.405718,     +0.056647, -9.999995E008, -9.999995E008,    +13.685355,     +0.011428,     +1.372559,     +0.202523,   +136.236100,          0,          0,    -1,     -1.933962,         16,      21733, +0.000000E000, +0.000000E000,      +0.8349984
      43864583580116,      33321,      43864500996256,    +282.8269363,      -2.0449614,      +0.2218655,      -0.9744241,      -0.0356837,      12137327532917,     +31.0969412,      -0.9033628,     +81.9119377,    +162.1921142,                   0,     -5.105932,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.863176,     +1.961283,    +18.233896,     +0.495066, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.580013,     +0.166535,    +18.140991,     +0.357590, -9.999995E008, -9.999995E008,     +1.489080,     +0.100504,    +38.542870,          0,          0,    -1,     -3.610439,          0,      25174, +0.000000E000, +0.000000E000,      +0.8043124
      43864583577860,      33321,      43864500996256,    +282.8383970,      -2.0253065,      +0.2220631,      -0.9743916,      -0.0353409,      12137327694343,     +31.1196589,      -0.9045995,     +81.9057607,    +162.0365613,                   0,     +0.122816,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.662496,     +0.023685,    +14.648785,     +0.025108, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.777365,     +0.013123,    +14.797962,     +0.016810,    +14.667823,     +0.027943,     +2.516120,     +0.297370,   +101.815900,          0,          0,    -1,     +0.086844,         16,      22918, +0.000000E000, +0.000000E000,      +0.7696696
      43864583577830,      33321,      43864500996256,    +282.8383274,      -2.0365461,      +0.2220604,      -0.9743851,      -0.0355370,      12137327739376,     +31.1096216,      -0.9096601,     +81.9030260,    +162.1139764,                   0,     -1.410267,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +13.997704,     +0.012388,    +13.933781,     +0.012799, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.028055,     +0.006872,    +14.060170,     +0.008730,    +13.828778,     +0.013019,     +2.254881,     +0.138603,   +126.964226,          0,          0,    -1,     -0.997210,         16,      22888, +0.000000E000, +0.000000E000,      +0.0957203
      43864583577771,      33321,      43864500996256,    +282.8387142,      -2.0537975,      +0.2220646,      -0.9743731,      -0.0358379,      12137546438064,     +31.0944403,      -0.9178668,     +81.8983229,    +162.2318167,                   0,     -0.589311,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +12.799853,     +0.004635,    +12.840139,     +0.004967, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +12.890394,     +0.002765,    +12.887865,     +0.003243,    +13.226415,     +0.007600,     +2.442368,     +0.170443,   +126.570970,          0,          0,    -1,     -0.416706,         16,      22829, +0.000000E000, +0.000000E000,      +0.9399097
      43864583577737,      33321,      43864500996256,    +282.8387875,      -2.0289741,      +0.2220693,      -0.9743879,      -0.0354049,      12137327750534,     +31.1165719,      -0.9066184,     +81.9044700,    +162.0610976,                   0,     +0.243536,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.667810,     +0.016660,    +14.796500,     +0.029604, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.598975,     +0.011224,    +14.592038,     +0.013980,    +14.747584,     +0.030055,     +3.153029,     +0.178750,   +133.588030,          0,          0,    -1,     +0.172206,          0,      22795, +0.000000E000, +0.000000E000,      +0.5499114
      43864583578396,      33321,      43864500996256,    +282.8353672,      -2.0297899,      +0.2220110,      -0.9744006,      -0.0354191,      12137327715297,     +31.1142875,      -0.9039477,     +81.9075771,    +162.0727585,                   0,     -3.371817,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.102528,     +0.057776,    +16.469557,     +0.114267, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.780435,     +0.032128,    +15.897705,     +0.045513,    +17.188906,     +0.282799,     +2.516648,     +0.178954,    +84.939730,          0,          0,    -1,     -2.384235,          0,      23454, +0.000000E000, +0.000000E000,      +0.5343109
      43864583578538,      33321,      43864500996256,    +282.8346606,      -2.0244948,      +0.2219997,      -0.9744066,      -0.0353267,      12137327675198,     +31.1186794,      -0.9009058,     +81.9095793,    +162.0375719,                   0,     -5.592434,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.539587,     +1.491832,    +22.045467,    +16.478294, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.295970,     +0.127836,    +17.784985,     +0.256722, -9.999995E008, -9.999995E008,     +1.831570,     +0.139638,   +120.979485,          0,          0,    -1,     -3.954448,          0,      23596, +0.000000E000, +0.000000E000,      +0.8498006
      43864583578587,      33321,      43864500996256,    +282.8343687,      -2.0302007,      +0.2219940,      -0.9744043,      -0.0354263,      12137327714804,     +31.1134670,      -0.9032467,     +81.9084411,    +162.0773515,                   0,     -5.371036,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.850597,     +0.328701,    +17.850597,     +0.357710, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.429047,     +0.144512,    +19.054417,     +0.826010, -9.999995E008, -9.999995E008,     +1.787566,     +0.203791,    +96.737240,          0,          0,    -1,     -3.797896,          0,      23645, +0.000000E000, +0.000000E000,      +0.5360547
      43864583578600,      33321,      43864500996256,    +282.8342545,      -2.0457356,      +0.2219899,      -0.9743953,      -0.0356972,      12137327556360,     +31.0995857,      -0.9102254,     +81.9046642,    +162.1843863,                   0,     -3.724699,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.390917,     +0.074375,    +16.611212,     +0.129654, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.983188,     +0.038660,    +16.181196,     +0.059057,    +16.520008,     +0.153079,     +2.388369,     +0.165966,   +125.360440,          0,          0,    -1,     -2.633760,          0,      23658, +0.000000E000, +0.000000E000,      +0.5217390
      43864583578700,      33321,      43864500996256,    +282.8338058,      -2.0307620,      +0.2219843,      -0.9744061,      -0.0354361,      12137327717929,     +31.1127109,      -0.9030018,     +81.9088459,    +162.0822102,                   0,     -5.603579,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.136826,     +0.416942,    +18.136826,     +0.418977, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.698460,     +0.185083,    +18.560366,     +0.524336, -9.999995E008, -9.999995E008,     +1.569949,     +0.227391,   +122.570860,          0,          0,    -1,     -3.962329,          0,      23758, +0.000000E000, +0.000000E000,      +0.5236496
      43864583578923,      33321,      43864500996256,    +282.8329068,      -2.0287309,      +0.2219693,      -0.9744108,      -0.0354006,      12137327648505,     +31.1141095,      -0.9012764,     +81.9102223,    +162.0698253,                   0,     -4.860672,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.382004,     +0.534923,    +18.773771,     +0.866100, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.273573,     +0.125359,    +17.618414,     +0.220484,    +19.600075,     +2.605904,     +1.722222,     +0.058658,   +148.689620,          0,          0,    -1,     -3.437015,          0,      23981, +0.000000E000, +0.000000E000,      +0.6557375
      43864583578987,      33321,      43864500996256,    +282.8325916,      -2.0520777,      +0.2219607,      -0.9743979,      -0.0358079,      12137327500477,     +31.0931823,      -0.9116367,     +81.9046775,    +162.2309437,                   0,     +0.182498,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.835161,     +0.019537,    +14.853543,     +0.030442, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.736253,     +0.012695,    +14.747480,     +0.016115,    +14.807577,     +0.031850,     +3.293870,     +0.302189,   +142.736530,          0,          0,    -1,     +0.129045,          0,      24045, +0.000000E000, +0.000000E000,      +0.9080701
      43864583579017,      33321,      43864500996256,    +282.8323663,      -2.0299303,      +0.2219599,      -0.9744122,      -0.0354216,      12137327648663,     +31.1127955,      -0.9013423,     +81.9104464,    +162.0790368,                   0,     -0.310489,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.968668,     +0.154694,    +17.072920,     +0.204127, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.933262,     +0.091823,    +17.023050,     +0.127642,    +17.300999,     +0.313851,     +2.129930,     +0.266106,   +165.169270,          0,          0,    -1,     -0.219549,          0,      24075, +0.000000E000, +0.000000E000,      +0.6137401
      43864583576164,      33321,      43864500996256,    +282.8461960,      -2.0342958,      +0.2221945,      -0.9743559,      -0.0354977,      12137327737021,     +31.1152093,      -0.9156340,     +81.8959734,    +162.0845777,                   0,     -4.836896,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.249151,     +1.082845,    +18.979853,     +0.900815, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.737320,     +0.191568,    +18.727390,     +0.610703,    +17.782654,     +0.488169,     +1.511337,     +0.149720,   +161.185820,          0,          0,    -1,     -3.420202,          0,      21222, +0.000000E000, +0.000000E000,      +0.5168168
      43864583576248,      33321,      43864500996256,    +282.8459813,      -2.0437064,      +0.2221896,      -0.9743511,      -0.0356618,      12137546418877,     +31.1067340,      -0.9197320,     +81.8938286,    +162.1495858,                   0,     -3.589771,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +16.731836,     +0.123624,    +16.773483,     +0.148519, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +16.378633,     +0.055209,    +16.483295,     +0.077626,    +16.969378,     +0.230744,     +2.444103,     +0.233993,   +153.990810,          0,          0,    -1,     -2.538351,          0,      21306, +0.000000E000, +0.000000E000,      +0.5604402
      43864583576350,      33321,      43864500996256,    +282.8453353,      -2.0436849,      +0.2221786,      -0.9743536,      -0.0356615,      12137546419455,     +31.1064588,      -0.9191475,     +81.8944589,    +162.1505852,                   0,     -4.346044,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +19.676105,     +1.707525,    +18.582144,     +0.668800, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.619625,     +0.171868,    +18.322021,     +0.420351, -9.999995E008, -9.999995E008,     +1.408518,     +0.201150,   +139.537450,          0,          0,    -1,     -3.073117,          0,      21408, +0.000000E000, +0.000000E000,      +0.5290432
      43864583580026,      33321,      43864500996256,    +282.8274132,      -2.0326166,      +0.2218753,      -0.9744297,      -0.0354684,      12137327654225,     +31.1081479,      -0.8981606,     +81.9145692,    +162.1063087,                   0,     -5.699922,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +17.984869,     +0.387199,    +17.984869,     +0.375400, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +17.629694,     +0.174121,    +19.650364,     +1.433089, -9.999995E008, -9.999995E008,     +1.634814,     +0.144251,   +100.920730,          0,          0,    -1,     -4.030453,          0,      25084, +0.000000E000, +0.000000E000,      +0.7415816
      43864583580111,      33321,      43864500996256,    +282.8272153,      -2.0261278,      +0.2218729,      -0.9744344,      -0.0353552,      12137327682246,     +31.1138341,      -0.8950272,     +81.9163794,    +162.0619785,                   0,     -0.097709,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.540509,     +0.014557,    +14.464430,     +0.020350, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.455122,     +0.009925,    +14.468173,     +0.012545,    +14.386208,     +0.021654,     +3.159928,     +0.142266,   +157.905880,          0,          0,    -1,     -0.069091,          0,      25169, +0.000000E000, +0.000000E000,      +0.9875156
      43864583580158,      33321,      43864500996256,    +282.8268819,      -2.0269416,      +0.2218671,      -0.9744352,      -0.0353694,      12137327682524,     +31.1129578,      -0.8951016,     +81.9164993,    +162.0681736,                   0,     -1.725635,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +14.935478,     +0.020105,    +14.980666,     +0.032025, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +14.802094,     +0.013441,    +14.831424,     +0.017361,    +14.918090,     +0.035208,     +2.877329,     +0.160792,   +110.688896,          0,          0,    -1,     -1.220208,          0,      25216, +0.000000E000, +0.000000E000,      +0.9667598
      43864583580137,      33321,      43864500996256,    +282.8267416,      -2.0437251,      +0.2218624,      -0.9744256,      -0.0356622,      12137327540403,     +31.0979531,      -0.9026261,     +81.9124366,    +162.1839559,                   0,     -4.531878,    -1,     +0.993865,     +0.003067,     +0.003067, +0.000000E000,    +18.591835,     +0.391812,    +18.591835,     +0.391812, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +18.226360,     +0.301485,    +19.050463,     +0.825698, -9.999995E008, -9.999995E008,     +0.949737,     +0.432878,    +89.449320,          0,          0,    -1,     -3.204522,          0,      25195, +0.000000E000, +0.000000E000,      +0.7797101
